Buyer,Order_Date,Age,Gender,Income,loyalty_score,Location,PreviousCarOwnership,Purpose_of_Buying,Preference,Index
Gabriel Sullivan,6/11/2020,32,Male,8694,6,North,1,Family,suv/crossover,B_5973
Eric Brown,8/14/2020,27,Female,853,5,North,0,Personal,hatchback,B_5974
Erika Henson,9/4/2023,42,Male,906,7,North,0,Personal,hatchback,B_5975
Rhonda Sweeney,5/27/2021,56,Female,4105,4,South,2,Service,sedan,B_5976
John Daniels,3/6/2021,51,Female,806,5,North,0,Personal,hatchback,B_5977
Stephanie Berry,9/22/2024,41,Male,8226,1,Central,3,Business,sedan,B_5978
Julie Ramirez,7/7/2021,58,Male,8156,9,South,3,Service,stationwagon,B_5979
Laurie Johnson,12/24/2022,30,Male,9341,1,North,2,Family,sedan,B_5980
Jack Williams,7/19/2019,52,Female,2989,2,South,2,Business,coupe,B_5981
Stephen Jones,3/9/2020,55,Male,8153,8,Central,1,Business,stationwagon,B_5982
Bailey Flores,8/9/2019,34,Male,5948,4,North,3,Family,hatchback,B_5983
Sharon Sullivan,9/2/2020,63,Female,4540,3,South,2,Service,stationwagon,B_5984
Brian Paul,3/11/2019,40,Female,2129,3,North,2,Personal,hatchback,B_5985
Chris Lamb,7/15/2022,59,Female,5606,7,South,3,Business,stationwagon,B_5986
Jason Warren,7/21/2024,56,Male,1005,6,South,2,Personal,stationwagon,B_5987
Dr. Tonya Lee,12/14/2020,31,Male,7758,1,Central,1,Service,stationwagon,B_5988
Carrie Velasquez,12/14/2024,58,Female,3405,2,North,3,Business,stationwagon,B_5989
Stacy Fisher,1/12/2022,40,Female,4326,4,South,3,Family,stationwagon,B_5990
Amanda Rodriguez,8/3/2022,49,Female,6295,10,South,2,Business,hatchback,B_5991
Julie Boyd,4/28/2022,61,Female,7693,10,South,3,Family,stationwagon,B_5992
Sheryl Campos,9/20/2020,55,Male,3413,10,North,2,Service,hatchback,B_5993
Mark Campbell,6/30/2025,24,Female,9552,8,South,4,Family,stationwagon,B_5994
Stefanie Robinson,9/28/2024,26,Female,6365,8,North,4,Service,sedan,B_5995
Louis Gonzalez,7/22/2024,37,Female,5864,4,South,1,Family,sedan,B_5996
Steven Gomez,11/13/2021,22,Female,4735,9,Central,5,Family,hatchback,B_5997
Edward Gray,9/21/2024,50,Female,1201,3,South,2,Personal,hatchback,B_5998
Kelly Mann,2/14/2024,26,Male,4336,9,North,3,Business,hatchback,B_5999
Kristin Spencer,3/18/2025,53,Male,7565,1,North,2,Business,van,B_6000
Jason Vargas,3/8/2019,30,Male,2094,5,Central,2,Family,stationwagon,B_6001
Jillian Ortega,1/15/2020,47,Male,8233,3,North,3,Service,suv/crossover,B_6002
Rachel Brown,8/24/2025,41,Male,5578,2,North,2,Business,sedan,B_6003
Nancy Mayer,10/11/2023,20,Female,7073,5,Central,2,Personal,sedan,B_6004
Jennifer Johnson,10/30/2021,20,Male,5411,2,South,2,Business,stationwagon,B_6005
Aaron Morrison,12/30/2018,57,Female,965,8,South,1,Personal,suv/crossover,B_6006
Carmen Reid,1/4/2020,29,Female,9693,7,North,1,Family,sedan,B_6007
Francisco Daniels,11/18/2022,42,Female,5031,3,South,5,Personal,suv/crossover,B_6008
Lisa Howard,1/8/2021,61,Female,6792,4,South,3,Family,hatchback,B_6009
Randall Thompson,12/14/2022,62,Female,4618,2,Central,3,Personal,mpv,B_6010
Daniel Ross DDS,11/27/2019,36,Female,3169,9,Central,3,Family,hatchback,B_6011
Mary Ruiz,9/10/2024,36,Female,2640,3,South,1,Personal,sedan,B_6012
Alicia Moore,10/26/2020,56,Male,3797,3,North,5,Family,suv/crossover,B_6013
Mary Spencer,10/9/2021,27,Female,8213,2,South,3,Personal,stationwagon,B_6014
Daniel Dawson,12/11/2022,22,Male,1868,3,South,1,Family,hatchback,B_6015
Maria Martin DDS,7/10/2024,39,Male,3274,1,Central,2,Service,hatchback,B_6016
Eric Gay,3/19/2022,49,Male,4045,8,North,3,Personal,mpv,B_6017
Melanie Paul,7/7/2021,52,Male,7853,9,South,5,Personal,sedan,B_6018
Katherine Smith,1/25/2023,54,Female,8581,9,North,2,Family,suv/crossover,B_6019
Haley Beltran,3/3/2025,20,Female,4568,10,Central,3,Service,suv/crossover,B_6020
Anita Whitehead,6/4/2025,28,Female,2934,4,North,1,Business,suv/crossover,B_6021
Cindy Walker,6/27/2019,28,Male,5798,1,Central,2,Family,sedan,B_6022
Whitney Shepard,9/30/2020,43,Male,9352,5,Central,2,Service,stationwagon,B_6023
Shaun Campbell,4/12/2022,55,Male,8851,5,North,2,Family,mpv,B_6024
Pamela Beltran,1/22/2023,24,Female,4172,9,Central,2,Personal,mpv,B_6025
Sean Ward,5/22/2020,44,Female,5190,3,South,3,Service,sedan,B_6026
Cynthia Petty,5/31/2022,24,Male,3455,6,South,2,Family,suv/crossover,B_6027
Hannah Johnson,1/27/2022,23,Female,3984,3,North,4,Family,stationwagon,B_6028
Krystal Chandler,10/31/2023,65,Female,4340,6,North,3,Service,sedan,B_6029
David Brown,12/24/2021,54,Female,3955,6,North,3,Family,stationwagon,B_6030
Paul Small,10/26/2021,43,Male,6146,5,North,3,Business,hatchback,B_6031
Melanie Jones,3/15/2022,54,Female,8071,7,South,2,Business,hatchback,B_6032
Christopher Tran,3/6/2019,59,Male,4311,8,Central,2,Family,hatchback,B_6033
Vanessa Bridges,1/31/2020,20,Male,1296,2,Central,0,Personal,mpv,B_6034
Andrea Torres,4/22/2023,46,Male,559,9,Central,1,Personal,sedan,B_6035
Gregory Thomas,12/4/2024,25,Male,1870,2,North,1,Personal,suv/crossover,B_6036
Michelle Brown,5/17/2020,60,Male,5221,1,South,4,Personal,suv/crossover,B_6037
Nathan Smith,9/18/2019,39,Female,7890,2,North,2,Family,hatchback,B_6038
Randy Berry,3/15/2021,57,Female,3339,6,South,2,Family,sedan,B_6039
Sarah Smith,6/28/2024,23,Male,8758,1,Central,4,Business,stationwagon,B_6040
Amy Nelson,10/26/2019,30,Female,5262,2,North,2,Service,stationwagon,B_6041
Janice Jacobs,6/1/2020,60,Female,5937,6,Central,2,Family,hatchback,B_6042
Michelle Barker,7/4/2022,23,Male,9177,6,North,3,Personal,pick-up,B_6043
Stephanie Harris,1/2/2020,43,Female,1077,6,North,1,Personal,coupe,B_6044
Elizabeth Marks,5/7/2020,23,Male,6370,7,South,5,Business,hatchback,B_6045
Katelyn Owens,1/18/2023,52,Male,8993,4,South,3,Business,mpv,B_6046
Jill Taylor,5/26/2023,32,Male,4481,9,South,3,Personal,mpv,B_6047
Theresa Hall,8/30/2023,45,Male,3909,7,North,2,Personal,cabriolet,B_6048
Janice Vazquez DDS,5/13/2024,65,Female,9100,7,South,2,Family,sedan,B_6049
Curtis James,11/2/2018,57,Female,2522,2,North,0,Family,coupe,B_6050
Frank Murphy,12/31/2018,41,Male,7235,4,South,3,Service,suv/crossover,B_6051
Jennifer Mitchell,4/29/2022,32,Male,8198,4,South,2,Business,hatchback,B_6052
Jacqueline Alvarado,10/23/2020,55,Female,6357,9,North,3,Family,hatchback,B_6053
Jose Watts,1/20/2019,35,Female,6138,6,South,4,Business,stationwagon,B_6054
Kelly Hood,3/30/2020,22,Male,1009,1,North,1,Personal,hatchback,B_6055
Kimberly Ramirez,7/14/2022,25,Female,7678,6,North,2,Family,stationwagon,B_6056
Robert Elliott,10/4/2021,45,Female,9048,4,South,5,Service,hatchback,B_6057
Jennifer Bennett,10/7/2019,23,Male,7985,1,North,2,Service,stationwagon,B_6058
Haley Snyder,8/29/2024,49,Male,6154,5,Central,3,Family,sedan,B_6059
Patricia Alvarez,12/9/2022,56,Female,2171,9,North,1,Family,hatchback,B_6060
Cynthia Cannon,11/26/2022,48,Male,9894,10,South,1,Family,hatchback,B_6061
Veronica Nunez,11/5/2019,27,Male,7619,4,Central,4,Service,mpv,B_6062
Brenda Taylor,7/3/2023,23,Male,7535,2,South,2,Personal,hatchback,B_6063
Juan Jones,12/4/2018,25,Female,2723,6,North,0,Business,sedan,B_6064
Lori Wade,7/19/2021,50,Male,1935,9,North,0,Business,sedan,B_6065
Dana Garcia,5/20/2024,45,Female,1010,8,North,2,Personal,suv/crossover,B_6066
Lorraine Maldonado,12/1/2023,42,Female,3437,4,North,2,Family,hatchback,B_6067
Shelley Pierce,6/2/2020,43,Male,5922,5,Central,5,Service,stationwagon,B_6068
Rachael Smith,8/4/2024,51,Male,3908,3,North,3,Business,stationwagon,B_6069
Jamie Cook,6/14/2024,27,Female,9023,8,North,3,Family,hatchback,B_6070
Paula Stephens,7/24/2019,29,Male,3433,9,North,2,Business,sedan,B_6071
Nathan Barry,4/14/2020,55,Male,4705,3,Central,5,Family,hatchback,B_6072
Christina Perry,3/11/2023,39,Male,9584,4,North,3,Family,suv/crossover,B_6073
Lacey Johnson,11/8/2024,55,Female,9301,1,North,2,Family,stationwagon,B_6074
Jessica Lara,3/23/2023,45,Male,9822,8,North,3,Service,hatchback,B_6075
Katelyn Rodriguez,11/16/2021,34,Female,3695,1,North,3,Personal,mpv,B_6076
Kathryn Pearson,6/25/2023,49,Male,594,4,Central,0,Personal,coupe,B_6077
Jesus Ross,7/12/2022,51,Female,4744,8,South,1,Family,hatchback,B_6078
Sharon Kennedy,3/7/2025,21,Female,6557,2,North,4,Family,sedan,B_6079
Sandra Green,8/4/2022,51,Male,2106,10,South,0,Family,hatchback,B_6080
Renee Phillips,1/22/2022,21,Male,5548,1,Central,2,Service,suv/crossover,B_6081
Jose Wilkerson,11/13/2024,55,Female,4636,7,South,3,Service,sedan,B_6082
Chris Thomas,6/25/2021,60,Female,5510,1,South,3,Family,sedan,B_6083
Kathleen Moore,12/13/2022,53,Male,2578,3,North,1,Personal,hatchback,B_6084
Cory Cook,10/25/2018,61,Male,1931,1,North,1,Family,stationwagon,B_6085
Spencer Johnson,9/18/2024,62,Female,8989,7,South,2,Family,hatchback,B_6086
Nicholas Medina,10/30/2021,23,Female,7790,1,Central,1,Service,cabriolet,B_6087
David Lane,1/25/2019,25,Male,1527,4,Central,1,Business,stationwagon,B_6088
Kevin Johnson,7/2/2024,30,Male,8238,3,Central,2,Business,hatchback,B_6089
Cheryl Jones,5/22/2022,57,Male,2844,8,Central,2,Family,mpv,B_6090
Collin Austin,8/1/2025,52,Male,3314,7,Central,3,Service,hatchback,B_6091
Janet Jimenez,3/12/2023,51,Male,2733,2,South,1,Family,sedan,B_6092
Monica Valenzuela,7/8/2023,42,Female,4608,9,North,2,Family,coupe,B_6093
Thomas Edwards,2/15/2022,47,Female,9502,2,North,2,Family,stationwagon,B_6094
Cindy Duncan,8/5/2023,21,Female,1670,2,North,1,Personal,hatchback,B_6095
Andrew Adams,12/26/2023,30,Female,9075,4,North,2,Personal,suv/crossover,B_6096
Melissa Russell,11/27/2018,53,Male,6631,3,North,1,Business,stationwagon,B_6097
Tyler Miller,8/13/2020,30,Female,1941,6,South,2,Personal,sedan,B_6098
Brendan Bell,3/31/2020,50,Male,6915,9,South,5,Service,hatchback,B_6099
Jessica Russell,4/20/2023,28,Male,4012,2,South,1,Personal,sedan,B_6100
Megan Lopez,4/2/2023,60,Male,6953,10,South,3,Personal,coupe,B_6101
Kenneth Lopez,8/18/2019,54,Female,2041,1,North,2,Business,hatchback,B_6102
Hannah Patterson,1/27/2020,53,Male,6809,5,South,3,Family,hatchback,B_6103
Eric Berry,10/18/2024,23,Female,9023,1,Central,5,Business,hatchback,B_6104
Joshua Cruz,7/21/2022,40,Male,1174,9,North,2,Personal,hatchback,B_6105
Steve Perez,1/5/2023,62,Female,5429,7,Central,4,Business,hatchback,B_6106
Dean Kidd,11/13/2022,21,Female,5029,1,South,2,Service,hatchback,B_6107
Louis Murphy,8/14/2024,46,Female,2397,10,South,3,Family,sedan,B_6108
Mark Cole,2/12/2025,54,Female,1260,6,Central,0,Family,hatchback,B_6109
Ryan Brown,11/9/2020,45,Male,4124,1,North,4,Business,sedan,B_6110
Jennifer Wallace,1/17/2022,60,Female,3121,4,North,3,Family,hatchback,B_6111
Mrs. Mallory Thompson,11/12/2021,33,Female,3178,1,North,3,Family,sedan,B_6112
Jacob Johnson,6/22/2024,57,Female,2213,1,North,2,Family,hatchback,B_6113
Amber Newman,9/16/2020,52,Male,2407,2,North,0,Family,mpv,B_6114
Rebecca Arnold,5/14/2019,35,Male,5375,10,South,4,Service,hatchback,B_6115
April Fernandez,8/25/2025,38,Male,2822,7,North,1,Family,mpv,B_6116
Tammy Cruz,4/26/2025,47,Female,2784,4,South,2,Personal,hatchback,B_6117
Jimmy Stephens,10/30/2018,21,Female,5108,7,North,2,Personal,hatchback,B_6118
Jared Olson,9/11/2021,31,Male,7075,2,North,2,Family,sedan,B_6119
Tina Richards,12/23/2022,44,Male,3676,10,Central,3,Business,stationwagon,B_6120
Andre Reynolds,1/28/2020,59,Female,2706,5,Central,1,Family,hatchback,B_6121
Brenda Hanson,10/7/2023,64,Female,2445,4,South,1,Family,hatchback,B_6122
Taylor Welch,2/8/2024,49,Male,1951,10,Central,3,Family,sedan,B_6123
Edward Long,6/16/2020,20,Female,3046,8,North,3,Personal,stationwagon,B_6124
William Ramirez,10/6/2021,38,Male,7992,4,South,3,Family,stationwagon,B_6125
James Wilson,1/12/2024,40,Male,3604,3,South,2,Family,hatchback,B_6126
Michael Smith,4/7/2020,21,Male,9261,3,North,2,Business,coupe,B_6127
Christina Salinas,8/5/2019,29,Female,5687,8,Central,4,Business,sedan,B_6128
Jacob Glover PhD,12/21/2018,46,Male,5645,3,South,4,Service,hatchback,B_6129
Sean Pena,2/8/2021,52,Female,1389,10,South,1,Personal,sedan,B_6130
Logan Crane,2/12/2024,57,Male,2606,1,North,1,Family,hatchback,B_6131
Bryan Beltran,9/10/2021,53,Female,8644,2,North,5,Family,mpv,B_6132
Ashley Woods,1/14/2020,37,Female,6010,4,North,5,Service,hatchback,B_6133
Deborah Phillips,10/31/2019,25,Female,8725,5,North,3,Personal,sedan,B_6134
Clayton Davis,3/24/2024,60,Male,7804,4,North,2,Family,hatchback,B_6135
Christine Taylor,7/1/2022,58,Female,6127,3,South,3,Business,hatchback,B_6136
Sara Freeman,6/6/2025,29,Male,2272,6,Central,2,Family,stationwagon,B_6137
Kevin Jones,1/16/2019,61,Female,5971,4,North,1,Business,hatchback,B_6138
John Pena,2/22/2021,44,Female,6587,7,North,1,Service,sedan,B_6139
Brian Roberson,2/15/2025,39,Male,8353,8,South,4,Business,hatchback,B_6140
Laura Bishop,12/14/2022,56,Female,5486,9,Central,4,Service,hatchback,B_6141
Timothy Gardner,10/29/2021,27,Female,4334,1,South,5,Family,hatchback,B_6142
Misty Flores,12/14/2022,51,Female,4583,5,South,2,Personal,suv/crossover,B_6143
Brittany Powell,8/19/2022,22,Male,8343,1,Central,3,Personal,stationwagon,B_6144
Jordan Kim,12/8/2018,20,Female,7991,6,Central,3,Family,stationwagon,B_6145
Jeffrey Cook,6/11/2025,44,Male,3839,8,South,1,Family,hatchback,B_6146
Mr. Kevin Ward Jr.,8/18/2023,22,Male,1693,8,North,2,Family,hatchback,B_6147
Anna Elliott,10/11/2022,64,Female,5376,5,North,2,Family,mpv,B_6148
Kimberly Short,10/22/2018,31,Male,7564,8,South,1,Family,hatchback,B_6149
Sheila James,11/2/2021,59,Male,6713,4,Central,2,Business,stationwagon,B_6150
Matthew Bray,3/14/2019,21,Female,5402,9,South,1,Personal,stationwagon,B_6151
Anthony Valentine,6/26/2019,21,Female,4439,5,South,1,Service,stationwagon,B_6152
Brett Hernandez,10/4/2022,24,Female,5968,3,North,1,Personal,stationwagon,B_6153
Audrey Rubio,7/5/2022,52,Male,1532,5,South,2,Business,hatchback,B_6154
Heather Jones,1/16/2019,25,Female,9140,3,North,3,Service,suv/crossover,B_6155
Linda Myers,3/24/2023,41,Female,3535,3,North,2,Personal,stationwagon,B_6156
Diana Pacheco,5/19/2025,55,Female,5271,5,Central,1,Business,stationwagon,B_6157
Daniel Hernandez,2/15/2024,22,Female,2552,10,North,2,Family,hatchback,B_6158
Erika Nguyen,11/5/2020,63,Male,9832,3,North,5,Family,hatchback,B_6159
Keith Lee,4/20/2020,45,Female,5819,1,South,2,Service,mpv,B_6160
Raymond Cabrera,11/7/2023,50,Male,665,1,Central,2,Personal,suv/crossover,B_6161
Jennifer Thomas,6/22/2021,21,Female,7941,4,South,3,Business,mpv,B_6162
Dylan Davis,9/5/2024,21,Female,6277,10,Central,2,Family,hatchback,B_6163
Richard Bowers,6/5/2020,24,Male,4440,9,North,4,Business,mpv,B_6164
James Walker,2/2/2022,51,Female,8040,6,Central,3,Business,suv/crossover,B_6165
Anthony Travis,9/30/2019,44,Male,6319,9,South,2,Family,stationwagon,B_6166
Jonathan Lewis,3/15/2020,26,Female,5490,10,North,5,Business,cabriolet,B_6167
Christopher Lee,9/27/2018,29,Female,7109,3,Central,2,Business,stationwagon,B_6168
Isaac Dougherty,11/17/2022,52,Male,717,6,North,0,Family,hatchback,B_6169
Nicholas Morris,4/8/2022,48,Male,3948,4,Central,3,Service,hatchback,B_6170
Kathleen Mcclure,5/25/2023,30,Male,2536,10,South,1,Business,hatchback,B_6171
Shannon Moore,1/3/2021,45,Male,1961,5,South,1,Business,stationwagon,B_6172
Meredith Newton,9/28/2020,37,Female,8651,3,North,4,Family,van,B_6173
Kathleen Serrano,5/16/2023,39,Female,3138,8,South,1,Family,hatchback,B_6174
Kayla Little,10/27/2020,42,Female,7123,3,Central,3,Service,sedan,B_6175
Tammy Carter,6/4/2023,23,Female,7225,9,North,2,Family,mpv,B_6176
Kevin Wiley,1/20/2019,41,Male,2622,5,South,2,Family,mpv,B_6177
Tammy Miller,2/27/2024,36,Female,7888,2,Central,5,Family,hatchback,B_6178
Hunter Blair,12/9/2023,62,Female,5647,4,Central,2,Service,cabriolet,B_6179
John Juarez,3/31/2025,35,Female,1304,7,North,0,Personal,bus,B_6180
Katie Lopez,11/12/2023,50,Female,9649,6,South,2,Business,hatchback,B_6181
Robert Saunders,8/31/2022,52,Female,6850,10,South,2,Family,sedan,B_6182
Joseph Burton,6/8/2024,53,Female,6860,8,Central,4,Business,coupe,B_6183
Suzanne Martin,6/16/2021,48,Male,3179,8,South,3,Service,hatchback,B_6184
Eric Boyle,10/15/2020,64,Male,786,5,Central,0,Family,hatchback,B_6185
Vanessa Thornton,8/30/2020,54,Male,2345,7,North,1,Business,hatchback,B_6186
Heather Ford,9/26/2018,27,Male,7455,7,North,2,Service,hatchback,B_6187
Erica Kent,7/9/2022,26,Female,4508,8,Central,3,Family,sedan,B_6188
Michael Herrera,1/6/2019,22,Female,4954,1,North,4,Service,mpv,B_6189
Linda Miranda,8/30/2020,23,Male,8122,10,South,5,Personal,sedan,B_6190
Jessica Phillips,8/20/2024,58,Female,4612,1,North,3,Family,hatchback,B_6191
April Perez,10/17/2018,29,Male,6941,2,South,2,Business,sedan,B_6192
Kristy Cook,3/27/2024,50,Male,8119,9,Central,2,Service,sedan,B_6193
Melissa Jones,7/28/2021,25,Male,8013,3,Central,2,Family,mpv,B_6194
David Walls,1/25/2022,44,Female,7645,2,South,2,Service,suv/crossover,B_6195
Christopher Williams,2/1/2023,55,Female,7026,4,Central,1,Family,hatchback,B_6196
Frederick Hull,6/2/2025,30,Female,4353,3,Central,3,Service,suv/crossover,B_6197
Zachary Bennett,6/30/2022,40,Female,5860,6,South,3,Business,stationwagon,B_6198
Daniel Nelson,12/23/2022,38,Male,597,10,Central,1,Personal,cabriolet,B_6199
Stephanie Middleton,8/14/2025,34,Male,2105,2,Central,3,Family,mpv,B_6200
Lindsey Summers,10/8/2021,65,Female,5506,6,North,4,Family,hatchback,B_6201
Carol Ross,2/10/2020,45,Female,6318,4,North,3,Business,hatchback,B_6202
Brandon Ramsey,1/30/2020,29,Male,9858,6,South,2,Family,sedan,B_6203
David Christian,6/9/2021,22,Male,8874,9,North,3,Personal,stationwagon,B_6204
Jared Wilson,9/6/2025,36,Female,2547,1,North,1,Personal,coupe,B_6205
Daniel Webb,1/31/2019,37,Female,5544,2,North,4,Family,hatchback,B_6206
Jeremiah Blair,1/9/2024,24,Female,7977,10,South,1,Family,mpv,B_6207
Michael Williams,6/9/2024,35,Male,2708,3,South,0,Personal,hatchback,B_6208
David Carr,3/28/2021,43,Female,8116,9,North,3,Business,stationwagon,B_6209
John Olson,6/15/2024,43,Female,1772,4,North,1,Family,stationwagon,B_6210
Mr. Jason Hughes Jr.,4/29/2023,49,Female,1940,7,Central,0,Business,stationwagon,B_6211
Taylor Murphy,7/22/2025,28,Female,4906,2,North,4,Personal,sedan,B_6212
Brandi Gordon,5/4/2025,41,Male,4923,9,Central,3,Business,hatchback,B_6213
Danielle Jones,8/5/2019,22,Female,8454,1,North,1,Business,suv/crossover,B_6214
Mark Buchanan,8/15/2021,46,Female,9627,3,South,4,Service,sedan,B_6215
Isabel Coleman,12/26/2024,52,Female,5060,2,North,2,Personal,stationwagon,B_6216
Anthony Hill,1/7/2019,32,Female,9584,3,North,3,Family,sedan,B_6217
Anthony Richard,2/23/2024,64,Male,3230,10,South,4,Family,hatchback,B_6218
Mary Garrett,8/30/2025,20,Male,6517,10,North,2,Personal,hatchback,B_6219
Ricardo Boone,6/14/2023,57,Male,9755,5,South,1,Service,stationwagon,B_6220
Christine Knapp,6/28/2020,41,Female,5650,2,Central,2,Family,stationwagon,B_6221
Kevin Johns,11/24/2024,24,Female,9180,1,North,2,Service,sedan,B_6222
David Oneal,6/4/2023,41,Male,1987,2,South,1,Business,sedan,B_6223
Denise Rogers,6/29/2023,35,Male,6368,10,Central,2,Family,suv/crossover,B_6224
Robert Hunter,5/25/2023,33,Male,9767,1,North,2,Personal,stationwagon,B_6225
Melissa Carroll,4/23/2022,54,Female,4908,8,South,4,Family,sedan,B_6226
Jennifer Pineda,1/7/2025,54,Male,3530,3,South,4,Family,coupe,B_6227
Tiffany Anderson,3/24/2023,37,Male,1004,9,South,0,Family,hatchback,B_6228
Lindsay Reed,8/17/2020,33,Female,8093,4,Central,1,Business,hatchback,B_6229
Kelly Thompson,6/18/2025,52,Female,5205,10,South,3,Family,sedan,B_6230
Amber Stewart,1/29/2021,22,Female,1622,1,South,2,Family,hatchback,B_6231
Harry Beard,3/24/2025,33,Male,1530,8,North,2,Business,hatchback,B_6232
Mr. Michael Miller,9/16/2021,24,Female,3144,9,Central,3,Family,stationwagon,B_6233
Christina Nelson,8/19/2024,49,Female,3970,5,Central,1,Service,hatchback,B_6234
Calvin Gomez,4/16/2020,38,Female,627,4,South,1,Personal,hatchback,B_6235
Ashley Wong,9/19/2021,56,Female,7631,7,Central,4,Business,hatchback,B_6236
Terrance Brown,4/1/2022,37,Female,7627,10,Central,3,Service,sedan,B_6237
Christine Stevens,12/10/2023,51,Female,8735,9,South,2,Personal,hatchback,B_6238
Brenda Beard,11/29/2020,62,Female,1812,1,North,0,Business,stationwagon,B_6239
Leah Morrison,11/26/2020,29,Female,4245,10,Central,2,Business,hatchback,B_6240
Edward Willis,2/9/2023,26,Female,529,6,Central,0,Personal,hatchback,B_6241
Dr. Rachel Galvan DDS,4/3/2021,55,Female,4777,3,South,2,Business,cabriolet,B_6242
Eric Rush,1/19/2022,29,Female,7360,5,North,3,Business,coupe,B_6243
Charles Bryant,4/16/2019,64,Male,5729,4,North,2,Personal,cabriolet,B_6244
Michele Rasmussen,4/14/2020,54,Male,7915,8,North,3,Family,mpv,B_6245
Sarah Thomas,1/15/2024,60,Female,2378,10,North,0,Personal,stationwagon,B_6246
Jennifer Christian,10/24/2020,46,Male,4331,6,Central,2,Business,hatchback,B_6247
Cole Jacobs,1/17/2021,56,Male,6885,4,South,1,Business,sedan,B_6248
Kimberly Smith,4/3/2022,64,Male,4493,1,North,2,Family,mpv,B_6249
Ryan Grant,12/11/2024,33,Female,5119,3,North,2,Business,hatchback,B_6250
Frank Silva,12/11/2018,65,Male,5770,7,South,3,Family,hatchback,B_6251
Lynn Luna,5/17/2021,25,Male,8992,3,North,2,Business,van,B_6252
Sheila Glover,10/30/2019,44,Male,1425,4,South,1,Family,hatchback,B_6253
Sherry Morrison,3/12/2020,40,Female,5099,7,South,3,Business,mpv,B_6254
Wendy Thomas,8/8/2023,39,Female,6948,1,South,3,Personal,stationwagon,B_6255
Michael Fowler,8/1/2022,26,Male,3136,7,North,4,Business,hatchback,B_6256
John Alexander,11/1/2018,26,Female,8134,6,Central,1,Family,hatchback,B_6257
Joseph Adams,11/20/2023,57,Female,6683,1,South,3,Family,sedan,B_6258
Briana Porter,8/25/2021,50,Male,7137,4,Central,1,Service,stationwagon,B_6259
Cynthia Walton,10/14/2023,36,Female,1479,6,Central,1,Personal,hatchback,B_6260
Ian Brooks,10/10/2018,21,Male,7176,9,Central,4,Service,stationwagon,B_6261
